iter	Logloss
380	0.6746638634
381	0.6746543995
382	0.6746494264
383	0.6746144584
384	0.6745551381
385	0.6745507161
386	0.6745262124
387	0.6745077883
388	0.6744748761
389	0.6744539425
390	0.6744385249
391	0.6744286728
392	0.674420868
393	0.6744032925
394	0.6743841278
395	0.6743793857
396	0.6743045229
397	0.6742674279
398	0.6742525239
399	0.6742084379
400	0.6741783661
401	0.6741261621
402	0.674114832
403	0.6740716128
404	0.6740428935
405	0.674020293
406	0.6740057648
407	0.6739960234
408	0.6739797899
409	0.6739587711
410	0.6739168512
411	0.6738985277
412	0.6738829901
413	0.6738738905
414	0.6738515148
415	0.6738171442
416	0.6738053151
417	0.6737782737
418	0.6737648141
419	0.6737459219
420	0.6737425995
421	0.6737325035
422	0.6737160928
423	0.6736832423
424	0.673648118
425	0.6736392545
426	0.6736268535
427	0.6736081874
428	0.6735850772
429	0.6735577595
430	0.6735186737
431	0.6735091527
432	0.6734935009
433	0.6734480991
434	0.6734292735
435	0.6734198716
436	0.6733851282
437	0.6733679484
438	0.6733539044
439	0.6733495055
440	0.6733181742
441	0.6733081055
442	0.6732964829
443	0.673250487
444	0.6731964018
445	0.6731731851
446	0.6731588478
447	0.6731411949
448	0.673080648
449	0.6730676829
450	0.6730484717
451	0.6730105085
452	0.6730056189
453	0.6729848269
454	0.6729536077
455	0.6729409326
456	0.6728979363
457	0.6728873473
458	0.6728832913
459	0.6728598531
460	0.6728470024
461	0.6728379503
462	0.6728165926
463	0.6727790986
464	0.6727465365
465	0.6727401018
466	0.672728155
467	0.6727206669
468	0.6726832746
469	0.6726614827
470	0.6726530506
471	0.6726366176
472	0.6726170614
473	0.6726036565
474	0.6725687208
475	0.6725283588
476	0.6724803945
477	0.6724397848
478	0.6724359276
479	0.6724159056
480	0.6723892221
481	0.6723498673
482	0.6723006632
483	0.6722867443
484	0.672277681
485	0.6722623192
486	0.6722404915
487	0.6722312546
488	0.672214702
489	0.6721897543
490	0.6721777816
491	0.6721368674
492	0.6721262093
493	0.6721036305
494	0.67207025
495	0.6720355988
496	0.6720228217
497	0.6720200259
498	0.671992922
499	0.6719645662
500	0.6719588093
501	0.671939266
502	0.6719202088
503	0.6719051812
504	0.6718914154
505	0.6718715541
506	0.6718653042
507	0.6718279747
508	0.6718182846
509	0.6718088923
510	0.6717864335
511	0.6717718355
512	0.6717613354
513	0.6717427855
514	0.6717232052
515	0.671696047
516	0.6716728255
517	0.6716538319
518	0.6716473487
519	0.6716153767
520	0.6715984573
521	0.6715552667
522	0.6715230086
523	0.6714973337
524	0.6714780046
525	0.6714676081
526	0.6711289732
527	0.671118534
528	0.6711097538
529	0.6711033455
530	0.6710906266
531	0.6710742362
532	0.6710567817
533	0.6710083229
534	0.670996389
535	0.6709748628
536	0.6709594104
537	0.6709436815
538	0.6709374463
539	0.6709341045
540	0.6709190059
541	0.6709080315
542	0.6709022503
543	0.6708934398
544	0.6708728917
545	0.6708385988
546	0.6708255796
547	0.670791586
548	0.6707715521
549	0.6707519212
550	0.6707221583
551	0.6707099348
552	0.6707086595
553	0.6706800515
554	0.6706482164
555	0.6706207885
556	0.6706031585
557	0.6705853726
558	0.6705720699
559	0.670536732
560	0.6705218514
561	0.6705022954
562	0.6704909287
563	0.6704781124
564	0.6704665182
565	0.6704429854
566	0.6704308203
567	0.6703965711
568	0.6703947845
569	0.6703670297
570	0.6703577894
571	0.6703496505
572	0.6703391619
573	0.6703262373
574	0.6702905622
575	0.6702787279
576	0.6702663931
577	0.6694874062
578	0.6694516079
579	0.6692393149
580	0.6692286751
581	0.6692214845
582	0.6692064964
583	0.6691805333
584	0.6691718918
585	0.6691170809
586	0.6690926378
587	0.6690610819
588	0.6690519345
589	0.6690426087
590	0.6690082668
591	0.6689870116
592	0.668972624
593	0.6689632381
594	0.6689359088
595	0.6689082163
596	0.6688931565
597	0.6688803991
598	0.6688610815
599	0.668838073
600	0.6688241359
601	0.6688167569
602	0.6687880326
603	0.6687849439
604	0.6687588373
605	0.6687286985
606	0.6687201072
607	0.6686984624
608	0.6686686269
609	0.6686532102
610	0.6686319299
611	0.6686144522
612	0.6685964849
613	0.6685877151
614	0.6685714324
615	0.6685558501
616	0.6685439903
617	0.6685141759
618	0.6684967989
619	0.668022992
620	0.6680008553
621	0.66797693
622	0.6679684559
623	0.667960102
624	0.6679504557
625	0.6679434652
626	0.6679213226
627	0.6679015862
628	0.6672772541
629	0.6672749626
630	0.6672510409
631	0.6672206964
632	0.6672016555
633	0.6671910126
634	0.6671795029
635	0.6671522693
636	0.6671287497
637	0.6671143505
638	0.667098405
639	0.6670934212
640	0.6670750486
641	0.6670674289
642	0.6670193999
643	0.6670104536
644	0.6669595399
645	0.6669324888
646	0.6669280066
647	0.6669171751
648	0.6669052995
649	0.6669005659
650	0.6668771875
651	0.6668545375
652	0.6668431423
653	0.6668287499
654	0.6668021395
655	0.6667899348
656	0.6667613573
657	0.666756763
658	0.6667324713
659	0.6667250451
660	0.6660667073
661	0.6660589095
662	0.6660469572
663	0.6660300419
664	0.6660217614
665	0.6660058479
666	0.6659967418
667	0.665980948
668	0.6659735465
669	0.6659556871
670	0.665923076
671	0.6659086391
672	0.6659026811
673	0.6656216119
674	0.6655686633
675	0.6655518957
676	0.6655273995
677	0.6655228237
678	0.6655103614
679	0.6654875007
680	0.6654688443
681	0.6654093325
682	0.6653902254
683	0.6653538815
684	0.665342031
685	0.6653210355
686	0.6652941822
687	0.6652721145
688	0.665258607
689	0.6652537682
690	0.664854805
691	0.6648474375
692	0.6648403022
693	0.6648277253
694	0.6648011444
695	0.6647683771
696	0.6647598653
697	0.6647467336
698	0.6647255637
699	0.6647161262
700	0.6647057164
701	0.6646977054
702	0.6646488342
703	0.6646246425
704	0.6646183754
705	0.6646005875
706	0.6643547402
707	0.6643494472
708	0.6643255629
709	0.6642204723
710	0.6636691402
711	0.6629184508
712	0.6629046939
713	0.6628969554
714	0.6628940915
715	0.6628817708
716	0.6628645248
717	0.6628602994
718	0.6628510512
719	0.6628501823
720	0.6628387639
721	0.6628311941
722	0.6628222572
723	0.6627988823
724	0.6627708317
725	0.6627532647
726	0.6627331273
727	0.6627057588
728	0.6626942128
729	0.6626664876
730	0.662652303
731	0.6621845216
732	0.6621782133
733	0.6621679856
734	0.6621608325
735	0.6621485184
736	0.6621326078
737	0.6621162527
738	0.662099245
739	0.662093976
740	0.66206872
741	0.6620555484
742	0.6620424915
743	0.6620257751
744	0.662011788
745	0.661994186
746	0.6619528256
747	0.6619452116
748	0.6619276177
749	0.6619091561
750	0.661893304
751	0.6618763605
752	0.6618438318
753	0.6618340282
754	0.6618036374
755	0.6617979671
756	0.6617833447
757	0.661768954
758	0.6617576293
759	0.661747076
760	0.6617366865
761	0.6616911891
762	0.6616696992
763	0.661653829
764	0.6616375913
765	0.6616295449
766	0.6616091983
767	0.6615954246
768	0.6615647802
769	0.660828153
770	0.6608240361
771	0.6608078697
772	0.6607932646
773	0.6607769114
774	0.6607666395
775	0.6607371285
776	0.6607205449
777	0.6606931882
778	0.6606842322
779	0.6606661086
780	0.6606450213
781	0.6606360484
782	0.6606224272
783	0.6606125102
784	0.6605814184
785	0.6605602149
786	0.6605454468
787	0.6605301059
788	0.6605095994
789	0.6605033189
790	0.6604930674
791	0.6604900644
792	0.6604470545
793	0.660421862
794	0.6604134989
795	0.6604072049
796	0.6603710206
797	0.6603450899
798	0.660335208
799	0.6603144571
800	0.6602894967
801	0.6602735271
802	0.6602423157
803	0.6602206666
804	0.660198825
805	0.6601830793
806	0.6601695259
807	0.6601640724
808	0.6601446304
809	0.6601222093
810	0.6601054467
811	0.6600863606
812	0.6600718648
813	0.6600489108
814	0.6600290579
815	0.6600145926
816	0.6599908563
817	0.6599591397
818	0.6599080564
819	0.6598732439
820	0.6598561062
821	0.6598442673
822	0.6598089299
823	0.6597857073
824	0.6597787463
825	0.65977185
826	0.6597661053
827	0.6597373947
828	0.659720865
829	0.6597174336
830	0.6596972185
831	0.6596811677
832	0.6596714246
833	0.6596332888
834	0.6596034363
835	0.6595855884
836	0.6595684369
837	0.6595511923
838	0.6595492841
839	0.6595208692
840	0.6595065563
841	0.6594962643
842	0.6594753414
843	0.6594587679
844	0.6594289476
845	0.6594022877
846	0.6593874347
847	0.6593813769
848	0.6593765072
849	0.6593558672
850	0.659326466
851	0.6593103309
852	0.659293383
853	0.6592749765
854	0.6592665458
855	0.6592497019
856	0.6592397917
857	0.6592210892
858	0.6592186096
859	0.6592047291
860	0.6591970371
861	0.6591862195
862	0.6591661613
863	0.6591592817
864	0.6591460923
865	0.6591366736
866	0.6591228747
867	0.6591096453
868	0.6590980891
869	0.6590880445
870	0.6590547181
871	0.6590334131
872	0.6590076862
873	0.6589960644
874	0.6589706959
875	0.6589585778
876	0.6589423916
877	0.6589282393
878	0.6589131786
879	0.6588863019
880	0.6588702663
881	0.6588427155
882	0.6588067609
883	0.6583976689
884	0.6583765064
885	0.6583721946
886	0.658353102
887	0.6583237541
888	0.6583067977
889	0.6582955676
890	0.6582716502
891	0.6582442029
892	0.6582248375
893	0.6581886866
894	0.6581827167
895	0.6581679797
896	0.6581404669
897	0.6581201741
898	0.6580741374
899	0.658067616
900	0.6580489682
901	0.6580276751
902	0.6580023526
903	0.6579945917
904	0.6579817998
905	0.6579492254
906	0.6579351299
907	0.6579202184
908	0.6578982339
909	0.6578443563
910	0.657202722
911	0.6571903849
912	0.657182582
913	0.6571561881
914	0.6571396679
915	0.6571247144
916	0.6571146685
917	0.6570963027
918	0.6570771723
919	0.6570592056
920	0.657045337
921	0.6570264568
922	0.6570135552
923	0.6569914803
924	0.6569569363
925	0.6569153252
926	0.6568979195
927	0.6568743487
928	0.6564193494
929	0.6564048153
930	0.656382775
931	0.6563696045
932	0.6563407246
933	0.6563239846
934	0.6562861789
935	0.656272233
936	0.6562400042
937	0.6561934464
938	0.6561663554
939	0.6561549632
940	0.6561269101
941	0.656102196
942	0.6560665129
943	0.65604211
944	0.6560270898
945	0.6554476858
946	0.6554398702
947	0.6554028053
948	0.655367898
949	0.655350562
950	0.6553159606
951	0.6552747585
952	0.6547271077
953	0.6539129361
954	0.6538990328
955	0.6538836412
956	0.6538764496
957	0.6535936173
958	0.6535792305
959	0.6535649283
960	0.653550147
961	0.6535348159
962	0.6531859381
963	0.6531700336
964	0.6531608891
965	0.6531549029
966	0.6526284684
967	0.6526013019
968	0.6525774123
969	0.6525492829
970	0.6522881048
971	0.6522470241
972	0.6522272197
973	0.6522018566
974	0.6521854042
975	0.6521634279
976	0.6521443722
977	0.6521245508
978	0.6521082467
979	0.6520886043
980	0.6520710596
981	0.6515994219
982	0.6515828808
983	0.6515328268
984	0.6514936231
985	0.6511461293
986	0.6511246069
987	0.6511058692
988	0.6504770106
989	0.65046374
990	0.6504467134
991	0.6504242679
992	0.650398217
993	0.6503770333
994	0.6503641682
995	0.6503418271
996	0.6496141033
997	0.6495821734
998	0.6495568549
999	0.6495422267
